"common_name","country","iso3c","wholefish","trimmings","trim_prop","capture","data_source_feed","data_source_fao_area_country","feed_report_spp_name","trimmings_tonnes","wholefish_tonnes","sciname"
"atlantic horse mackerel","Spain","ESP","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic horse mackerel","Spain","ESP","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","Spain","ESP","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic mackerel","Spain","ESP","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic horse mackerel","Sweden","SWE","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","Sweden","SWE","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic chub mackerel","Togo","TGO","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Ukraine","UKR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic horse mackerel","United Kingdom","GBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","United Kingdom","GBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"antarctic krill","Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Antarctic Krill",0,13834,"euphausia superba"
"antarctic krill","China","CHN","yes","no",0,"yes","biomar","FishStat capture","Antarctic Krill",0,13834,"euphausia superba"
"antarctic krill","Korea, Republic of","KOR","yes","no",0,"yes","biomar","FishStat capture","Antarctic Krill",0,13834,"euphausia superba"
"antarctic krill","Norway","NOR","yes","no",0,"yes","biomar","FishStat capture","Antarctic Krill",0,13834,"euphausia superba"
"antarctic krill","Ukraine","UKR","yes","no",0,"yes","biomar","FishStat capture","Antarctic Krill",0,13834,"euphausia superba"
"european anchovy","Albania","ALB","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Algeria","DZA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Angola","AGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Belize","BLZ","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Benin","BEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Bulgaria","BGR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"japanese anchovy","China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis japonicus"
"stolephorus anchovies nei","China, Hong Kong SAR","HKG","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"stolephorus"
"pacific anchoveta","Colombia","COL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"cetengraulis mysticetus"
"european anchovy","Croatia","HRV","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Cyprus","CYP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Denmark","DNK","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"longnose anchovy","Ecuador","ECU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"anchoa nasus"
"pacific anchoveta","Ecuador","ECU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"cetengraulis mysticetus"
"european anchovy","Egypt","EGY","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Germany","DEU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Ghana","GHA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Greece","GRC","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Italy","ITA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"japanese anchovy","Japan","JPN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis japonicus"
"japanese anchovy","Korea, Republic of","KOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis japonicus"
"european anchovy","Lebanon","LBN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Liberia","LBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Malta","MLT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Mauritania","MRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"californian anchovy","Mexico","MEX","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis mordax"
"pacific anchoveta","Mexico","MEX","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"cetengraulis mysticetus"
"european anchovy","Montenegro","MNE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Morocco","MAR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Morocco","MAR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","unknown","unknown","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"pacific anchoveta","Panama","PAN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"cetengraulis mysticetus"
"longnose anchovy","Peru","PER","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"anchoa nasus"
"pacific anchoveta","Peru","PER","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"cetengraulis mysticetus"
"european anchovy","Poland","POL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Romania","ROU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"anchovies, etc. nei","Russian Federation","RUS","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulidae"
"european anchovy","Russian Federation","RUS","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Russian Federation","RUS","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Slovenia","SVN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"southern african anchovy","South Africa","ZAF","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis capensis"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"japanese anchovy","Taiwan Province of China","TWN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis japonicus"
"european anchovy","Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Tunisia","TUN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Türkiye","TUR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","Ukraine","UKR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"european anchovy","United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis encrasicolus"
"californian anchovy","United States of America","USA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"engraulis mordax"
"atlantic cod","Belgium","BEL","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Denmark","DNK","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Estonia","EST","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Faroe Islands","FRO","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Finland","FIN","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","France","FRA","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Germany","DEU","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Greenland","GRL","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Iceland","ISL","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Ireland","IRL","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Isle of Man","IMN","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Latvia","LVA","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Lithuania","LTU","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Netherlands","NLD","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Norway","NOR","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Poland","POL","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Portugal","PRT","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Russian Federation","RUS","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Spain","ESP","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Sweden","SWE","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","United Kingdom","GBR","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"araucanian herring","Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring",0,10200,"strangomera bentincki"
"sardinellas nei","Bahrain","BHR","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine",1351.95,7661.05,"sardinella"
"sardinellas nei","Comoros","COM","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine",1351.95,7661.05,"sardinella"
"sardinellas nei","Egypt","EGY","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine",1351.95,7661.05,"sardinella"
"indian oil sardine","India","IND","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine",1351.95,7661.05,"sardinella longiceps"
"indian oil sardine","Iran (Islamic Rep. of)","IRN","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine",1351.95,7661.05,"sardinella longiceps"
"sardinellas nei","Jordan","JOR","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine",1351.95,7661.05,"sardinella"
"indian oil sardine","Oman","OMN","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine",1351.95,7661.05,"sardinella longiceps"
"indian oil sardine","Pakistan","PAK","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine",1351.95,7661.05,"sardinella longiceps"
"sardinellas nei","Qatar","QAT","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine",1351.95,7661.05,"sardinella"
"sardinellas nei","Tanzania, United Rep. of","TZA","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine",1351.95,7661.05,"sardinella"
"sardinellas nei","United Arab Emirates","ARE","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine",1351.95,7661.05,"sardinella"
"indian oil sardine","Yemen","YEM","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine",1351.95,7661.05,"sardinella longiceps"
"sardinellas nei","Zanzibar","EAZ","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine",1351.95,7661.05,"sardinella"
"european sprat","Belgium","BEL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","Denmark","DNK","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","Estonia","EST","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","Faroe Islands","FRO","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","Finland","FIN","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","France","FRA","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","Germany","DEU","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","Ireland","IRL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","Latvia","LVA","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","Lithuania","LTU","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","Netherlands","NLD","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","Norway","NOR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"european sprat","United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"sprattus sprattus"
"south american pilchard","Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine",0,4690,"sardinops sagax"
"south american pilchard","China","CHN","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine",0,4690,"sardinops sagax"
"south american pilchard","Ecuador","ECU","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine",0,4690,"sardinops sagax"
"south american pilchard","Japan","JPN","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine",0,4690,"sardinops sagax"
"south american pilchard","Korea, Republic of","KOR","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine",0,4690,"sardinops sagax"
"south american pilchard","Mexico","MEX","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine",0,4690,"sardinops sagax"
"south american pilchard","New Zealand","NZL","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine",0,4690,"sardinops sagax"
"south american pilchard","Peru","PER","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine",0,4690,"sardinops sagax"
"south american pilchard","Russian Federation","RUS","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine",0,4690,"sardinops sagax"
"south american pilchard","United States of America","USA","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine",0,4690,"sardinops sagax"
"sandeels(=sandlances) nei","Denmark","DNK","yes","no",0,"yes","biomar","FishStat capture","Sandeel",0,4660,"ammodytes"
"sandeels(=sandlances) nei","France","FRA","yes","no",0,"yes","biomar","FishStat capture","Sandeel",0,4660,"ammodytes"
"sandeels(=sandlances) nei","Germany","DEU","yes","no",0,"yes","biomar","FishStat capture","Sandeel",0,4660,"ammodytes"
"sandeels(=sandlances) nei","Norway","NOR","yes","no",0,"yes","biomar","FishStat capture","Sandeel",0,4660,"ammodytes"
"sandeels(=sandlances) nei","Poland","POL","yes","no",0,"yes","biomar","FishStat capture","Sandeel",0,4660,"ammodytes"
"small sandeel","Poland","POL","yes","no",0,"yes","biomar","FishStat capture","Sandeel",0,4660,"ammodytes tobianus"
"sandeels(=sandlances) nei","Portugal","PRT","yes","no",0,"yes","biomar","FishStat capture","Sandeel",0,4660,"ammodytes"
"sandeels(=sandlances) nei","Spain","ESP","yes","no",0,"yes","biomar","FishStat capture","Sandeel",0,4660,"ammodytes"
"small sandeel","Spain","ESP","yes","no",0,"yes","biomar","FishStat capture","Sandeel",0,4660,"ammodytes tobianus"
"smooth sandeel","Spain","ESP","yes","no",0,"yes","biomar","FishStat capture","Sandeel",0,4660,"gymnammodytes semisquamatus"
"sandeels(=sandlances) nei","Sweden","SWE","yes","no",0,"yes","biomar","FishStat capture","Sandeel",0,4660,"ammodytes"
"sandeels(=sandlances) nei","United Kingdom","GBR","yes","no",0,"yes","biomar","FishStat capture","Sandeel",0,4660,"ammodytes"
"pacific menhaden","Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Menhaden",0,577,"ethmidium maculatum"
"pacific menhaden","Peru","PER","yes","no",0,"yes","biomar","FishStat capture","Menhaden",0,577,"ethmidium maculatum"
"alaska pollock(=walleye poll.)","Canada","CAN","no","yes",1,"yes","biomar","FishStat capture","Alaska Pollock",5126,0,"gadus chalcogrammus"
"alaska pollock(=walleye poll.)","Russian Federation","RUS","no","yes",1,"yes","biomar","FishStat capture","Alaska Pollock",5126,0,"gadus chalcogrammus"
"alaska pollock(=walleye poll.)","United States of America","USA","no","yes",1,"yes","biomar","FishStat capture","Alaska Pollock",5126,0,"gadus chalcogrammus"
"atlantic salmon","Chile","CHL","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products",13258,0,"salmo salar"
"atlantic salmon","Faroe Islands","FRO","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products",13258,0,"salmo salar"
"atlantic salmon","Iceland","ISL","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products",13258,0,"salmo salar"
"atlantic salmon","Ireland","IRL","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products",13258,0,"salmo salar"
"atlantic salmon","Norway","NOR","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products",13258,0,"salmo salar"
"atlantic salmon","Russian Federation","RUS","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products",13258,0,"salmo salar"
"atlantic salmon","Spain","ESP","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products",13258,0,"salmo salar"
"atlantic salmon","Sweden","SWE","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products",13258,0,"salmo salar"
"atlantic salmon","United Kingdom","GBR","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products",13258,0,"salmo salar"
"atlantic horse mackerel","Channel Islands","GGY","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic horse mackerel","Channel Islands"," JEY","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","Channel Islands","GGY","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic mackerel","Channel Islands"," JEY","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic cod","Channel Islands","GGY","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"atlantic cod","Channel Islands"," JEY","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod",10577,0,"gadus morhua"
"sandeels(=sandlances) nei","Channel Islands","GGY","yes","no",0,"yes","biomar","FishStat capture","Sandeel",0,4660,"ammodytes"
"sandeels(=sandlances) nei","Channel Islands"," JEY","yes","no",0,"yes","biomar","FishStat capture","Sandeel",0,4660,"ammodytes"
"sandeels(=sandlances) nei","Denmark","DNK","yes","no",0,"yes","cargill",NA,"Sandeel",0,7240.338634,"ammodytes"
"sandeels(=sandlances) nei","Norway","NOR","yes","no",0,"yes","cargill",NA,"Sandeel",0,7240.338634,"ammodytes"
"gulf menhaden","U.S.","USA","yes","no",0,"yes","cargill",NA,"Gulf menhaden",0,11947.122706,"brevoortia patronus"
"pacific anchoveta","Peru","PER","yes","no",0,"yes","cargill",NA,"Pacific anchoveta",0,2405.295486,"cetengraulis mysticetus"
"atlantic herring","Denmark","DNK","yes","yes",0.671994405904516,"yes","cargill",NA,"Atlantic herring",33253.91526,16231.48963,"clupea harengus"
"atlantic herring","Faroe Islands","FRO","no","yes",1,"yes","cargill",NA,"Atlantic herring",33253.91526,0,"clupea harengus"
"atlantic herring","Iceland","ISL","yes","yes",0.671994405904516,"yes","cargill",NA,"Atlantic herring",33253.91526,16231.48963,"clupea harengus"
"atlantic herring","Ireland","IRL","no","yes",1,"yes","cargill",NA,"Atlantic herring",33253.91526,0,"clupea harengus"
"atlantic herring","Norway","NOR","yes","yes",0.671994405904516,"yes","cargill",NA,"Atlantic herring",33253.91526,16231.48963,"clupea harengus"
"common dolphinfish","Ecuador","ECU","no","yes",1,"yes","cargill",NA,"Common dolphinfish",359.0578374,0,"coryphaena hippurus"
"common dolphinfish","Peru","PER","no","yes",1,"yes","cargill",NA,"Common dolphinfish",359.0578374,0,"coryphaena hippurus"
"jumbo flying squid","Argentina","ARG","no","yes",1,"yes","cargill",NA,"Humboldt squid",1535.054608,0,"dosidicus gigas"
"jumbo flying squid","Ecuador","ECU","no","yes",1,"yes","cargill",NA,"Humboldt squid",1535.054608,0,"dosidicus gigas"
"jumbo flying squid","Peru","PER","no","yes",1,"yes","cargill",NA,"Humboldt squid",1535.054608,0,"dosidicus gigas"
"jumbo flying squid","South Korea","KOR","no","yes",1,"yes","cargill",NA,"Humboldt squid",1535.054608,0,"dosidicus gigas"
"japanese anchovy","China","CHN","yes","no",0,"yes","cargill",NA,"Japanese anchovy",0,3868.5558044,"engraulis japonicus"
"japanese anchovy","Japan","JPN","yes","no",0,"yes","cargill",NA,"Japanese anchovy",0,3574.575245,"engraulis japonicus"
"anchoveta(=peruvian anchovy)","Chile","CHL","yes","no",0,"yes","cargill",NA,"Peruvian anchoveta",0,18456.48035,"engraulis ringens"
"anchoveta(=peruvian anchovy)","Ecuador","ECU","yes","yes",0.601066800174383,"yes","cargill",NA,"Peruvian anchoveta",2631.992771,1746.876217,"engraulis ringens"
"anchoveta(=peruvian anchovy)","Norway","NOR","yes","no",0,"yes","cargill",NA,"Peruvian anchoveta",0,1746.876217,"engraulis ringens"
"anchoveta(=peruvian anchovy)","Peru","PER","yes","yes",0.150072668461804,"yes","cargill",NA,"Peruvian anchoveta",3567.3304286,20203.356567,"engraulis ringens"
"anchoveta(=peruvian anchovy)","U.S.","USA","yes","no",0,"yes","cargill",NA,"Peruvian anchoveta",0,1746.876217,"engraulis ringens"
"pangas catfishes nei","Vietnam","VNM","no","yes",1,"yes","cargill",NA,"Pangasius",497.4103986,0,"pangasius"
"skipjack tuna","Ecuador","ECU","no","yes",1,"yes","cargill",NA,"Skipjack tuna",5086.103678,0,"katsuwonus pelamis"
"skipjack tuna","Mauritius","MUS","no","yes",1,"yes","cargill",NA,"Skipjack tuna",5086.103678,0,"katsuwonus pelamis"
"skipjack tuna","Peru","PER","no","yes",1,"yes","cargill",NA,"Skipjack tuna",5086.103678,0,"katsuwonus pelamis"
