"common_name","sciname","source_country_iso3c","source_country_name","trim_prop","trimmings","whole_fish"
"three-lined tongue sole","cynoglossus trigrammus","CHN","China",0,"no","yes"
"thresher","alopias vulpinus","CRI","Costa Rica",1,"yes","no"
"thresher sharks nei","alopias","TWN","Taiwan",1,"yes","no"
"tigertooth croaker","otolithes ruber","CHN","China",0,"no","yes"
"tigertooth croaker","otolithes ruber","VNM","Vietnam",0,"no","yes"
"tilapia shiranus","oreochromis shiranus","CHN","China",1,"yes","no"
"tilapias nei","oreochromis","CHN","China",1,"yes","no"
"tilapias nei","oreochromis","VNM","Vietnam",0,"no","yes"
"toothpony","gazza minuta","CHN","China",0,"no","yes"
"trewavas’ croaker","johnius trewavasae","CHN","China",0,"no","yes"
"tuna-like fishes nei","perciformes","CRI","Costa Rica",1,"yes","no"
"tuna-like fishes nei","perciformes","ECU","Ecuador",1,"yes","no"
"tuna-like fishes nei","perciformes","ESP","Spain",1,"yes","no"
"tuna-like fishes nei","perciformes","GBR","United Kingdom",1,"yes","no"
"tuna-like fishes nei","perciformes","IDN","Indonesia",1,"yes","no"
"tuna-like fishes nei","perciformes","IND","India",1,"yes","no"
"tuna-like fishes nei","perciformes","MYS","Malaysia",1,"yes","no"
"tuna-like fishes nei","perciformes","NZL","New Zealand",1,"yes","no"
"tuna-like fishes nei","perciformes","OMN","Oman",1,"yes","no"
"tuna-like fishes nei","perciformes","POL","Poland",1,"yes","no"
"tuna-like fishes nei","perciformes","SYC","Seychelles",1,"yes","no"
"tuna-like fishes nei","perciformes","THA","Thailand",1,"yes","no"
"tuna-like fishes nei","perciformes","TWN","Taiwan",1,"yes","no"
"tunas nei","thunnus","ESP","Spain",1,"yes","no"
"turbot","scophthalmus maximus","FRA","France",1,"yes","no"
"tusk(=cusk)","brosme brosme","GBR","United Kingdom",1,"yes","no"
"unicorn cod","bregmaceros mcclellandi","CHN","China",0,"no","yes"
"unicorn leatherjacket filefish","aluterus monoceros","IND","India",0,"no","yes"
"vagina goby","trypauchen vagina","CHN","China",0,"no","yes"
"various squids nei","teuthida","KOR","South Korea",1,"yes","no"
"veined rapa whelk","rapana venosa","CHN","China",0,"no","yes"
"velvet-lined pufferfish","paramonacanthus sulcatus","CHN","China",0,"no","yes"
"vosmer’s spinecheek","scolopsis vosmeri","CHN","China",0,"no","yes"
"watermark pygmy pufferfish","canthigaster rivulata","CHN","China",0,"no","yes"
"western tongue sole","cynoglossus sibogae","CHN","China",0,"no","yes"
"wheeler's rabbitfish","lagocephalus wheeleri","CHN","China",0,"no","yes"
"whipfin silver biddy","gerres filamentosus","CHN","China",0,"no","yes"
"whiskered eel goby","taenioides cirratus","CHN","China",0,"no","yes"
"whiskered tridentiger","tridentiger barbatus","CHN","China",0,"no","yes"
"white croaker","genyonemus lineatus","CHN","China",0,"no","yes"
"white glass shrimp","pasiphaea sivado","ESP","Spain",1,"yes","no"
"white hake","urophycis tenuis","USA","United States of America",1,"yes","no"
"whitehead's round herring","etrumeus whiteheadi","ECU","Ecuador",0.5,"yes","yes"
"whitehead's round herring","etrumeus whiteheadi","MEX","Mexico",0,"no","yes"
"whitehead's round herring","etrumeus whiteheadi","ZAF","South Africa",0,"no","yes"
"whiteleg shrimp","litopenaeus vannamei","CRI","Costa Rica",1,"yes","no"
"whiteleg shrimp","litopenaeus vannamei","ESP","Spain",1,"yes","no"
"whiteleg shrimp","litopenaeus vannamei","YEM","Yemen",1,"yes","no"
"whiteleg shrimp","penaeus vannamei","MEX","Mexico",1,"yes","no"
"whitespotted conger","conger myriaster","CHN","China",0,"no","yes"
"whiting","merlangius merlangus","DNK","Denmark",1,"yes","no"
"whiting","merlangius merlangus","FRA","France",1,"yes","no"
"whiting","merlangius merlangus","GBR","United Kingdom",1,"yes","no"
"whiting","merlangius merlangus","NOR","Norway",1,"yes","no"
"whiting","merlangius merlangus","USA","United States of America",0,"no","yes"
"witch flounder","glyptocephalus cynoglossus","GBR","United Kingdom",1,"yes","no"
"yellow croaker","larimichthys polyactis","CHN","China",0,"no","yes"
"yellow goatfish","mulloidichthys martinicus","IND","India",0,"no","yes"
"yellow-bellied anglerfish","lophius litulon","CHN","China",0,"no","yes"
"yellow-lipped anchovy","thryssa vitrirostris","CHN","China",0,"no","yes"
"yellowfin filefish","thamnaconus hypargyreus","CHN","China",0,"no","yes"
"yellowfin pufferfish","takifugu xanthopterus","CHN","China",0,"no","yes"
"yellowfin scad","setipinna tenuifilis","CHN","China",0,"no","yes"
"yellowfin seabream","acanthopagrus latus","CHN","China",0,"no","yes"
"yellowfin sole","limanda aspera","THA","Thailand",1,"yes","no"
"yellowfin tongue sole","chrysochir aureus","CHN","China",0,"no","yes"
"yellowfin tuna","thunnus albacares","CAN","Canada",1,"yes","no"
"yellowfin tuna","thunnus albacares","CRI","Costa Rica",1,"yes","no"
"yellowfin tuna","thunnus albacares","ECU","Ecuador",1,"yes","no"
"yellowfin tuna","thunnus albacares","ESP","Spain",1,"yes","no"
"yellowfin tuna","thunnus albacares","GBR","United Kingdom",1,"yes","no"
"yellowfin tuna","thunnus albacares","IDN","Indonesia",1,"yes","no"
"yellowfin tuna","thunnus albacares","IND","India",1,"yes","no"
"yellowfin tuna","thunnus albacares","MEX","Mexico",1,"yes","no"
"yellowfin tuna","thunnus albacares","MUS","Mauritius",1,"yes","no"
"yellowfin tuna","thunnus albacares","MYS","Malaysia",1,"yes","no"
"yellowfin tuna","thunnus albacares","NZL","New Zealand",1,"yes","no"
"yellowfin tuna","thunnus albacares","OMN","Oman",1,"yes","no"
"yellowfin tuna","thunnus albacares","PHL","Philippines",1,"yes","no"
"yellowfin tuna","thunnus albacares","PNG","Papua New Guinea",1,"yes","no"
"yellowfin tuna","thunnus albacares","SLV","ElSalvador",1,"yes","no"
"yellowfin tuna","thunnus albacares","SYC","Seychelles",1,"yes","no"
"yellowfin tuna","thunnus albacares","THA","Thailand",1,"yes","no"
"yellowfin tuna","thunnus albacares","TUN","Tunisia",1,"yes","no"
"yellowfin tuna","thunnus albacares","TWN","Taiwan",1,"yes","no"
"yellowfin tuna","thunnus albacares","VNM","Vietnam",1,"yes","no"
"yellowing flyingfish","cypselurus poecilopterus","VNM","Vietnam",0,"no","yes"
"yellowleg shrimp","farfantepenaeus californiensis","CRI","Costa Rica",1,"yes","no"
"yellowstripe scad","selaroides leptolepis","VNM","Vietnam",0,"no","yes"
"yellowtail barracuda","sphyraena flavicauda","CHN","China",0,"no","yes"
"yellowtail scad","atule mate","VNM","Vietnam",0,"no","yes"
"zebra sole","zebrias zebra","CHN","China",0,"no","yes"
NA,"haemulopsis axillaris","ECU","Ecuador",1,"yes","no"
NA,"maemulpsis axillaris","ECU","Ecuador",0,"no","yes"
NA,"pentaprion longimanus","IND","India",0,"no","yes"
NA,"pterocaesio chrysozona","IND","India",0,"no","yes"
NA,"trachinocephalus myops","VNM","Vietnam",0,"no","yes"
